Selection,Source,RetrievalDate,Source Url,Title,Artist,Url,Culture,Date,Technique,Dimensions,Acc Num,View,Credit Line,Collections,Classification,Description,Provenance
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33001/virgin-and-child-enthroned?ctx=07d69cf5-2fc4-478a-aa2a-59093a154a90&idx=0,Virgin and Child Enthroned,Matteo da Gualdo,https://collections.mfa.org/objects/33001/virgin-and-child-enthroned,,about 1497,Fresco transferred to canvas,172.1 x 108 cm (67 3/4 x 42 1/2 in.),47.234,NOT ON VIEW,Charles Potter Kling Fund,Europe,Paintings,,"About 1492/1503, Casa Ferri, Acciano, near Nocera Umbra, Italy (original commission);bewteen 1907 and 1923, removed from Casa Ferri and transferred to canvas. 1925, Count Gentile, Foligno, Italy;1925, sold by Gentile, through Piero Tozzi, to the Brummer Gallery, New York (stock no. P2287);April 5, 1926, sold by Brummer to William Randolph Hearst (b. 1863 - d. 1951), New York;July 28, 1944, sold by Hearst to the Brummer Gallery (stock no. N6026);1947, sold by Brummer to the MFA for $4000. (Accession Date: March 13, 1947)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33758/gust-of-wind?ctx=b53d4547-2746-4b1a-adbc-b756fbf50889&idx=0,,Maxime Camille Louis Maufra,,,1899,Oil on canvas,151.1 x 351.2 cm (59 1/2 x 138 1/4 in.),63.278,,"Gift of Walter P. Chrysler, Jr.",Europe,Paintings,,"1899, painted for the Grand Hôtel de Morgat, France, April 17, 1908, sold by the hotel manager, Paul Pia, to Durand-Ruel, Paris (stock no. 8746) [see note 1], 1954, sold by Durand-Ruel to Walter P. Chrysler, Jr. (b. 1909 - d. 1988), New York, 1963, gift of Walter P. Chrysler to the MFA [see note 2], June 23, 2011, deaccessioned by the MFA for sale through Sotheby's, New York.;NOTES;[1] The provenance of this painting is taken from information provided to the MFA by Caroline Durand-Ruel Godfroy (June 4, 1996) and Charles Durand-Ruel (December 3, 1964). Maufra was a friend of the hotel manager, Mr. Pia. He created four paintings for the hotel, which were sold to Durand-Ruel in 1908.;[2] MFA accession date: March 20, 1963 (accession no. 63.278)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32658/carter-on-a-country-road?ctx=1252b236-c6a9-4cde-b9a9-dfce46bc9c86&idx=0,Carter on a Country Road,Anton Mauve,https://collections.mfa.org/objects/32658/carter-on-a-country-road,,1867,Oil on canvas,61.3 x 91.2 cm (24 1/8 x 35 7/8 in.),38.1419,NOT ON VIEW,Bequest of Nathaniel T. Kidder,Europe,Paintings,"Soon after van Gogh came to study informally with his cousin Anton Mauve, he wrote to his brother, ""Mauve has taught me to see so many things that I used not to see."" Mauve was van Gogh's mentor and protector when the young artist first lived in The Hague, where Mauve was one of the most important working artists. But Vincent's liaison with a homeless prostitute turned Mauve against him, and the artists parted company.","Henry P. Kidder (b. 1823 - d. 1886), Boston;by inheritance to his son, Nathaniel Thayer Kidder (b. 1860 - d. 1938), Boston;1938, bequest of Nathaniel T. Kidder to the MFA. (Accession Date: November 17, 1938)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32459/shepherd-and-sheep-on-a-woodland-road?ctx=e5dfc4fa-7fa2-4bb0-b702-f9bc0232ed98&idx=0,Shepherd and Sheep on a Woodland Road,Anton Mauve,https://collections.mfa.org/objects/32459/shepherd-and-sheep-on-a-woodland-road,,,Oil on canvas,60.6 x 80.6 cm (23 7/8 x 31 3/4 in.),33.323,NOT ON VIEW,William C. Cotton Collection,Europe,Paintings,,"1891, James Staats Forbes (b. 1823 - d. 1904), London, December 11, 1891, sold in The Hague from the Forbes collection to Boussod, Valadon et Cie., Paris (stock no. 21870), September 1, 1892, sold by Boussod, Valadon et Cie. to M. Knoedler and Co., Paris and New York (stock no. 7147), November 3, 1892, sold by Knoedler to William C. Cotton, Brookline, MA [see note 2], to his sister, Elizabeth A. Cotton, Brookline, 1933, gift of Elizabeth A. Cotton to the MFA. (Accession Date: March 2, 1933);NOTES;[1] Getty Provenance Index, Goupil et Cie. records, PI Record G-32138 (stock book 13, no. 21870, p. 66). [2] Getty Provenance Index, M. Knoedler and Co. records, PI Record no. K-7575 (stock book 4, no. 7147, p. 163)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32669/still-life-with-bread-ham-cheese-and-vegetables?ctx=f865975f-7eb5-45fe-bdc7-44bcb0d05bc3&idx=0,"Still Life with Bread, Ham, Cheese, and Vegetables",Luis Meléndez,https://collections.mfa.org/objects/32669/still-life-with-bread-ham-cheese-and-vegetables,,about 1772,Oil on canvas,61.9 x 85.1 cm (24 3/8 x 33 1/2 in.),39.40,ON VIEW,Margaret Curry Wyman Fund,Europe,Paintings,"The leading still-life painter of Spain during the eighteenth century, Meléndez was born in Naples and spent most of his student years in Rome. However, his still lifes have a sober yet sensuous realism characteristic of Spanish painting of the previous century. On a kitchen table are piled simple foodstuffs, every color and texture is precisely rendered, and the composition is woven together by curving lines and shapes. This painting and its companion, Still Life with Melon and Pears (MFA object no. 39.40), may be from a series of forty-five still lifes Meléndez painted for one of the royal palaces, intended to represent ""every species of food produced in Spain.""","R.F. Ratcliff, England [see note 1]. Possibly Mrs. Olga Bode Matthiesen [see note 2]. By 1938, Matthiesen, Ltd., London, 1939, sold by Matthiesen to the MFA for $300. (Accession Date: February 9, 1939);NOTES;[1] Eleanor Tufts, ""Luis Meléndez: Eighteenth-Century master of the Spanish Still Life with a Catalogue Raisonné (Columbia, MO: University of Missouri Press, 1985), 92, cat. no. 58. [2] According to information provided by the Matthiesen Gallery (December 1, 2005)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32670/still-life-with-melon-and-pears?ctx=c1644f10-b7e3-4888-a9b9-5dee3f13f79c&idx=0,Still Life with Melon and Pears,Luis Meléndez,https://collections.mfa.org/objects/32670/still-life-with-melon-and-pears,,about 1772,Oil on canvas,63.8 x 85.1 cm (25 1/8 x 33 1/2 in.),39.41,ON VIEW,Margaret Curry Wyman Fund,Europe,Paintings,"Meléndez favored arrangements of everyday objects painted with sober yet sensuous realism. He savored shapes, surfaces, and colors—from the webbed rind of the melon to the glint of a wine bottle cooling in a cork bucket—and despite the profusion of objects, his paintings convey a satisfying sense of balance and measure. This still life may be from a series of forty-five, said to represent “every species of food produced in Spain,” that Meléndez created for the king’s summer residence outside Madrid. Ironically, many were painted at a time when poor harvests had produced severe food shortages. The artist himself had no money to buy food, claiming that his brush was his only asset.","R.F. Ratcliff, England [see note 1]. Possibly Mrs. Olga Bode Matthiesen [see note 2]. By 1938, Matthiesen Ltd., London, 1939, sold by Matthiesen to the MFA for $300. (Accession Date: February 9, 1939);NOTES;[1] Eleanor Tufts, ""Luis Meléndez: Eighteenth-Century master of the Spanish Still Life with a Catalogue Raisonné (Columbia, MO: University of Missouri Press, 1985), 92-93, cat. no. 59.;[2] According to information provided by the Matthiesen Gallery (December 1, 2005)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/35484/christ-blessing?ctx=cd5f8791-478b-4aab-9811-2c9176017ead&idx=0,Christ Blessing,Hans Memling,https://collections.mfa.org/objects/35484/christ-blessing,,1481,Oil on panel,35.1 x 25.1 cm (13 13/16 x 9 7/8 in.),1993.40,ON VIEW,Bequest of William A. Coolidge,Europe,Paintings,"Memling was one of the major figures of early Netherlandish painting. The portrait-like conception of this painting was inspired by a medieval document that gave a physical description of Christ. Both the sensitive modeling of the face and the gesture of the left hand casually resting on the bottom of the frame create an illusion of space and depth. The painting is still in its original frame, an exceptionally rare survival. The date of the painting (1481) is inscribed at the top center of the frame.","Until about 1910/1915, Andrés Avelino Arteaga Silva (b. 1833 - d. 1910) and Maria de Belén Echagüe Mendez de Vigo (b. 1847 - d. 1907), Marqueses de Argüeso, Madrid, about 1910/1915, by descent to their daughter, Maria de las Mercedes de Arteaga y Echagüe, Marquesa de Argüeso, Madrid, about 1954, sold by the Marquesa de Argüeso to Frederick Mont, Inc., Baron Joseph van der Elst (b. 1896 - d. 1971), and Gaby Seefried von Bayern, June 16, 1954, sold by Frederick Mont to M. Knoedler and Co., New York (stock no. A5724) [see note], January 3, 1955, sold by Knoedler to William A. Coolidge (b. 1901 - d. 1992), Topsfield and Cambridge, MA, 1993, bequest of William A. Coolidge to the MFA. (Accession Date: January 27, 1993);NOTE: Getty Provenance Index, M. Knoedler and Co. records, painting stock book 10, p. 130, no. 5724."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33690/pan-and-syrinx-with-river-gods-and-nymphs?ctx=54bf920c-ce84-4969-9ec6-5f27b109e4c3&idx=0,Pan and Syrinx with River Gods and Nymphs,Pietro Mera (called Il Fiammingo),https://collections.mfa.org/objects/33690/pan-and-syrinx-with-river-gods-and-nymphs,,,Oil on copper,30.8 x 39.7 cm (12 1/8 x 15 5/8 in.),61.661,ON VIEW,Abbott Lawrence Fund,Europe,Paintings,"Small, finely wrought compositions on expensive copper supports invited close scrutiny. Europe's savvy, highly literate elite would have recognized the subject of this painting from the small figures in the background: the wood nymph Syrinx escaping her pursuer, Pan, by transforming herself into a bunch of reeds. Paintings of scenes from Ovid's Metamorphoses, which focus on the theme of transformation, are often found in Kunstkammer inventories. Pietro Mera, known as il Fiammingo (The Fleming), was one of a number of successful Northern artists living in Italy.","February 3, 1961, anonymous sale, Christie's, London, lot 118, to Kaufmann [see note 1]. 1961, M. H. Drey, London, 1961, sold by M. H. Drey to the MFA for £750 [see note 2]. (Accession Date: September 20, 1961);NOTES;[1] The name of the buyer (probably Arthur Kauffmann, a London dealer) is annotated in a copy of the auction catalogue, where the painting was attributed to Francks.;[2] Accessioned as a work by Hans Rottenhammer."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33578/fruit-and-a-jug-on-a-table?ctx=35500c79-d2e0-47bf-908f-caa13cb11410&idx=0,Fruit and a Jug on a Table,Jean Metzinger,https://collections.mfa.org/objects/33578/fruit-and-a-jug-on-a-table,,1916,Oil and sand on canvas,115.9 x 81 cm (45 5/8 x 31 7/8 in.),57.3,NOT ON VIEW,Fanny P. Mason Fund in memory of Alice Thevin,Europe,Paintings,"Metzinger was an early adopter of Cubism. Less radical than Picasso and Braque, he tempered geometric abstraction in his pictures with a stylish art-deco design sensibility. The objects he depicted tend to retain recognizable forms, as we see here in the rounded fruits, the liquor bottle with its legible label, the wineglass and pitcher. His paintings quickly found an appreciative audience in Paris and were widely collected in the 1920s and 1930s.","April 1919, with Léonce Rosenberg (b. 1877 - d. 1947), Galerie de l'Effort Moderne, Paris [see note 1]. By 1955, art market, Paris, by 1955, sold by an unknown dealer, Paris, to Marlborough Fine Art, Ltd., London [see note 2 ], 1957, sold by Marlborough Fine Art to the MFA for £1,200. (Accession Date: January 10, 1957);NOTES;[1] A fragmentary label on the reverse, dated April 1919, bears the name of Léonce Rosenberg and the Galerie de l'Effort Moderne, which Rosenberg founded in 1918. A collector of contemporary French art, Rosenberg had signed a contract with Metzinger in 1916: in exchange for a monthly stipend the dealer was granted the exclusive rights to Metzinger's artistic production. [2] This information comes from a letter from Marlborough Fine Art to W. G. Constable of the MFA (January 22, 1957), in the MFA curatorial file."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34466/young-woman-looking-through-a-window?ctx=2fd5a63c-b15e-40f6-a441-1b024d9d9e83&idx=0,Young Woman Looking through a Window,Johann Georg Meyer,https://collections.mfa.org/objects/34466/young-woman-looking-through-a-window,,,Oil on panel,22.2 x 15.2 cm (8 3/4 x 6 in.),1981.497,NOT ON VIEW,Gift of Erwin and Helen Starr,Europe,Paintings,,"1887, probably the estate of the artist [see note 1]. Frank Gair Macomber (b. 1849 - d. 1941), Boston (?) [see note 2]. 1968, by inheritance from his mother to Erwin Starr (b. 1917 - d. 2002) and his wife, Helen G. Starr (b. 1922 - d. 2002), Boston and Key Biscayne, FL, 1981, gift of Erwin and Helen Starr to the MFA. (Accession Date: December 9, 1981);NOTES;[1] This was probably one of two paintings entitled ""Erwartung"" (""Expectation"") lent by the estate of the artist to a special exhibition of his work at the Royal National Gallery, Berlin, May 22 - June 3, 1887, according to Rudolph Meyer-Bremen (letter of January 28, 2007). [2] According to a label on the reverse of the panel bearing Macomber's name."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32902/madame-jf-millet-paulinevirginie-ono?ctx=0ecd54d4-d323-4e70-a637-62d404f5d4bc&idx=0,Madame J.-F. Millet (Pauline-Virginie Ono),Jean-François Millet,https://collections.mfa.org/objects/32902/madame-jf-millet-paulinevirginie-ono,,1841,Oil on canvas,41.9 x 32.4 cm (16 1/2 x 12 3/4 in.),44.73,NOT ON VIEW,Tompkins Collection—Arthur Gordon Tompkins Fund,Europe,Paintings,,"By descent from the artist to his widow, Catherine Lemaire Millet (d. 1894), Fontainebleau, France, April 24-25, 1894, posthumous Madame Millet sale, Hôtel Drouot, Paris, lot 2, to Savary for 300 fr. March 1896, sold by Hayman to Edgar Degas (b. 1834 - d. 1917), Paris, March 26-27, 1918, Degas estate sale, Galerie Georges Petit, Paris, lot 82, to M. Duparc for 5700 fr. [see note 1]. With Galerie Max Moos, Geneva [see note 2], probably sold by Moos to the Niveau Gallery, New York, 1944, sold by Niveau to the MFA for $6000. (Accession Date: March 9, 1944);NOTES;[1] For information about the acquisition and sale of the painting by Degas, see The Private Collection of Edgar Degas: A Summary Catalogue (Metropolitan Museum of Art, New York, 1997), p. 102, cat. no. 893. [2] According to information in the MFA curatorial file."
